sku,name,category,price_per_day_eur,price_per_day_cents,description,image_url,image_urls_all,image_count,availability,source_url,tags
HOUS-ARCH-BACK-034,Housse arches backdrop (lot de 3),housses,15,1500,"Ce lot de 3 backdrops, avec ou sans lycra, est parfait pour créer une décoration élégante et personnalisée. Idéal pour les compositions avec des ballons, fleurs ou pour un décor plus minimaliste. Aucun support ni ornement n'est inclus.Les backdrops sont transportés démontés et nécessitent un montage avant utilisation.","https://static.wixstatic.com/media/2ef057_64260e60f9a94977ae25ac423de6bb32~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_64260e60f9a94977ae25ac423de6bb32~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_a1221a3ee78a4a73b5fe035186d4731e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_799178e051a548a4817381241bf15872~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/backdrop-arche,structure | ballons | centre_table
TOUR-035,Touret,decorations,15,1500,Touret en bois idéal pour une décoration champêtre ou rustique. Parfait pour apporter une ambiance authentique à vos événements.,"https://static.wixstatic.com/media/2ef057_7645ba473ff64552aaf8fb556be19310~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_7645ba473ff64552aaf8fb556be19310~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_926c8fe407eb41aa932f9d77cc06fbcd~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",2,InStock,https://www.le-splendid.events/product-page/touret,
BONB-EN-VERR-036,Bonbonnières en verre (lot de 5),decorations,10,1000,"Lot de 5 bonbonnières en verre, idéal pour vos décorations de table ou candy bar.Les formes et contenances aléatoires. ⚠️Ce matériel est loué propre. Le matériel doit être rendu propre. Frais de nétoyage 10€","https://static.wixstatic.com/media/2ef057_b5379303928f4c3f9bc5a722ed02c3fc~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_b5379303928f4c3f9bc5a722ed02c3fc~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/bonbonni%C3%A8res-en-verre-lot-de-5,
ROND-DE-BOIS-037,Rondin de bois,decorations,1,100,"Apportez une touche naturelle et rustique à votre décoration avec des rondins de bois, parfait pour servir de centre de table. Idéal pour les mariages, les réceptions ou les événements à thème champêtre, il peut être agrémenté de vases, bougies ou autres décorations.","https://static.wixstatic.com/media/2ef057_320637cf942543d7b17aeebbdde5861c~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_320637cf942543d7b17aeebbdde5861c~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_a02436f47b4141f38f06e0c1a47c1866~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_52a827f70b764e8ca16cf24594556ed9~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/rondin-de-bois,bois | centre_table
TOIL-PERE-NOEL-038,Toile Père-noël cheminée,nappages,15,1500,Louée avec son armature pour une installation facile et rapide.,"https://static.wixstatic.com/media/2ef057_b258b89bf12048dd8ba6f169d22df208~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp","https://static.wixstatic.com/media/2ef057_b258b89bf12048dd8ba6f169d22df208~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp",1,InStock,https://www.le-splendid.events/product-page/toile-p%C3%A8re-no%C3%ABl-chemin%C3%A9e,
MUR-CHAM-BOIS-039,Mur champagne bois,tables,50,5000,"Offrez une présentation chic et originale à vos réceptions avec notre mur à champagne pouvant accueillir jusqu’à 40 coupes (non fournies).Idéale pour un mariage, un cocktail ou un événement haut de gamme.","https://static.wixstatic.com/media/2ef057_1f903b637c224ba88e4ef90c413a7429~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_1f903b637c224ba88e4ef90c413a7429~mv2.png/v1/fit/w_500,h_500,q_90/file.png",1,InStock,https://www.le-splendid.events/product-page/mur-champagne-bois,
MACH-A-FUME-040,Machine à fumée effet CO2,machines,30,3000,Machine à fumée effet CO2,"https://static.wixstatic.com/media/2ef057_4c2622e085824fa2a71422f780843259~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp","https://static.wixstatic.com/media/2ef057_4c2622e085824fa2a71422f780843259~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp",1,InStock,https://www.le-splendid.events/product-page/machine-%C3%A0-fum%C3%A9e-effet-co2,machine
PERC-CAFE-041,Percolateur café,vaisselle_service,20,2000,"Préparez de grandes quantités de café rapidement et facilement grâce à nos percolateurs professionnels, idéaux pour vos réceptions, événements d’entreprise, foires ou fêtes familiales. Leur grande capacité vous permet de servir un grand nombre de convives sans interruption. Modèle 7 L : prépare jusqu’à 55 tasses de café, adapté aux événements de taille moyenne.Ce percolateur en inox garantis une chauffe rapide et un maintien au chaud optimal, tout en assurant un café savoureux du début à la fin du service. ⚠️Ce matériel est loué propre.Le matériel doit être rendu propre.Frais de nétoyage 10€.","https://static.wixstatic.com/media/2ef057_ff28edb02797424fb0284fdb3bb3fb60~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp","https://static.wixstatic.com/media/2ef057_ff28edb02797424fb0284fdb3bb3fb60~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp",1,InStock,https://www.le-splendid.events/product-page/percolateur-caf%C3%A9,
STRU-GONF-CARR-042,Structure gonflable Carrousel Blanc,decorations,225,22500,"Le château gonflable carrousel blanc est spécialement conçu pour les mariages.Élégant et original, il constitue une animation unique et amusante pour divertir les enfants pendant votre réception. Son toit intégré offre une protection contre la pluie comme contre les rayons du soleil, garantissant confort et sécurité, quelles que soient les conditions météo. Il doit être installé sur une surface plane, dégagée et sans cailloux pour assurer sa stabilité et la sécurité des enfants. Conforme à la norme NEN-EN 14960, avec certificat délivré par un organisme de contrôle agréé.","https://static.wixstatic.com/media/2ef057_ddcae3c7b9854a3d8b45bbea9c3dde08~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_ddcae3c7b9854a3d8b45bbea9c3dde08~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_6305f59c1a434049976a3f4de9a0ec82~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp | https://static.wixstatic.com/media/2ef057_2c7d7b3a803a4b1c82a13ac44923c71d~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp",3,InStock,https://www.le-splendid.events/product-page/structure-gonflable-carrousel-blanc,animation | gonflable | livre_dor
STRU-GONF-JUNG-043,Structure gonflable Jungle,decorations,210,21000,"Parfaite pour divertir les petits lors de vos événements.Filets de sécurité pour une visibilité et une surveillance optimale des enfants.Obstacles et toboggan intégrés pour des heures d'amusement=;Toboggan en façade pour faciliter la surveillance et l'accès.Elle doit être mise en place dans une zone dégagée, plane et exempte de cailloux pour garantir stabilité et sécurité.Certificat de l'organisme de contrôle selon NEN-EN 14960Jusqu'à 14 enfants","https://static.wixstatic.com/media/2ef057_45a497509d664c68864f81352dc7415c~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_45a497509d664c68864f81352dc7415c~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_60e94f5de81a49e1b7511f05be4a99c8~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_e807f727dcad464f945fbfdc8a6cada5~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_8826a88f340047b4b87c31877e902363~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_03a69ac9a80a4c7a8c618b752b27b13a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",5,InStock,https://www.le-splendid.events/product-page/structure-gonflable-jungle,gonflable
CHAI-BIST-044,Chaise Bistrot,decorations,5,500,"La chaise bistrot Capri allie robustesse et confort grâce à sa fabrication en résine imitation bois de qualité. Elle apporte une touche naturelle et authentique à tout espace, s’intégrant facilement à différents styles de décoration.","https://static.wixstatic.com/media/2ef057_c65765bf85ae40188a9260b2b603e0d2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_c65765bf85ae40188a9260b2b603e0d2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_f0a0d015b3274e3b9a9ddfe2a1f9a7b3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_7e46bc20ed7247739376465d05ea719f~mv2.avif/v1/fit/w_500,h_500,q_90/file.webp",3,InStock,https://www.le-splendid.events/product-page/chaise-bistrot,
CHAI-PLIA-045,Chaise pliante,chaises,2,200,"Alliez confort et style avec notre chaise pliante blanche, parfaite pour toutes sortes de fêtes et d’événements. Légère et facile à transporter, elle s’adapte aussi bien aux cérémonies, réceptions, repas ou conférences, en intérieur comme en extérieur (par temps sec).","https://static.wixstatic.com/media/2ef057_df58bfddba074a49b461cc4566d006b3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_df58bfddba074a49b461cc4566d006b3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/chaise-pliante,
CAND-BAR-PREN-046,Candy bar prenium,tables,60,6000,"Rassemblez vos convives autour d'un bar à bonbons, une véritable source de plaisir pour petits et grands !Il apportera également une touche décorative à votre salle. ","https://static.wixstatic.com/media/2ef057_13b936d2e7e5471bab14a677f67b4d1e~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_13b936d2e7e5471bab14a677f67b4d1e~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_b63f5d3adc1b460892599a5c8463fc37~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_d25cf090fc6f4785bf7140c5ca7bb7ce~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_9378aee8745e46578eb02b9ff919bfa8~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_b2f72e03471045b4ba91b0e703ed9479~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_1994c8b9f62942eda7a38be9865ef0f5~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_7d995990e0f044bfa5843e72e234a09c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",7,InStock,https://www.le-splendid.events/product-page/candy-bar-prenium,
BAND-JUST-MARR-047,Banderole ‘’Just married’’ (lot 3),decorations,2,200,Lot de 3 guirlandes en fanions de toile de jute.2 guirlandes avec des cœurs et 1 guirlande &quot;Just Married&quot;.,"https://static.wixstatic.com/media/2ef057_00c524bcca404349930601cec1e467dc~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_00c524bcca404349930601cec1e467dc~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/banderole-just-married-lot-3,
MACH-A-BARB-048,Machine à Barbe à Papa,machines,50,5000,"Machine à barbe à papa, parfaite pour ajouter une touche gourmande à vos événements.Les consommables (sucre et bâtons) ne sont pas inclus.Ajoutez de la douceur à vos fêtes en enchantant petits et grands avec des barbes à papa délicieusement légères ! ⚠️Ce matériel est loué propre.Le matériel doit être rendu propre.Frais de nettoyage 15€","https://static.wixstatic.com/media/2ef057_3b4fea440e0e4cc0ad136ff8362a1d22~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_3b4fea440e0e4cc0ad136ff8362a1d22~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/machine-%C3%A0-barbe-%C3%A0-papa,machine
NAPP-RECT-BLAN-049,Nappe rectangulaire blanche,nappes,9,900,"Nappe en tissu rectangulaire Cette nappe élégante et résistante est parfaite pour habiller vos tables lors de réceptions et d'événements.Cependant, faites attention à l'utilisation de bougies et de cierges magiques, car ils peuvent endommager la nappes.Pour la table des enfants, nous recommandons plutôt l'utilisation d'une nappe en intissé pour plus de sécurité.Matière : 100 % polyesterGrammage : 200 g/m²Ce matériel est loué propre et défroissé. Pour une finition parfaite, nous vous conseillons d'utiliser un fer à repasser avant l'événement.Le nettoyage est assuré par nos soins.","https://static.wixstatic.com/media/2ef057_5c3f2b1d74b6437c8edc68b71a2739bd~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_5c3f2b1d74b6437c8edc68b71a2739bd~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_8f19af4c10664292b72f5aa8205aff2d~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_bc2dc6bd422d408485ceac6906c24510~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/nappe-rectangulaire-blanche,nappe
VASE-MART-050,Vase Martini,decorations,8,800,"Vase Martini, idéal pour des centres de table élégants.Parfait pour sublimer vos compositions florales lors de mariages ou autres événements. Hauteur et design imposants pour un effet raffiné et sophistiqué.Fleurs et ornements non inclus.","https://static.wixstatic.com/media/2ef057_2bffc20c4ddf4debac35570be2442981~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_2bffc20c4ddf4debac35570be2442981~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_b719219a3b3944829bae2b23cdceccae~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_c8a21d98a0984c26877a5cea9ab33649~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_f7f761d6b8af4bff88081017334fd4ef~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",4,InStock,https://www.le-splendid.events/product-page/vase-martini,centre_table
TABL-ROND-PERS-051,Table ronde (~10 pers),tables,16,1600,"Apportez élégance et convivialité à vos événements grâce à notre table ronde de 180 cm de diamètre, parfaite pour accueillir confortablement 10 personnes. Idéale pour un mariage, un anniversaire, une réception ou un événement d’entreprise, elle favorise les échanges et crée une ambiance chaleureuse.","https://static.wixstatic.com/media/2ef057_f3586ae540e44266bf868b62cb31af8b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_f3586ae540e44266bf868b62cb31af8b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_e63610664cc247c992bf6ae8987ef6f6~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_ad96fa90b96b4d22a1e1ae441d128819~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/table-ronde,
TOIL-MUR-BOUD-052,Toile Mur boudoir bleu,decorations,15,1500,Louée avec son armature pour une installation facile et rapide.,"https://static.wixstatic.com/media/2ef057_b610c83e34a64f39815fd444a731c026~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_b610c83e34a64f39815fd444a731c026~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/toile-mur-boudoir-bleu,
MIKA-GEAN-053,Mikado géant,decorations,10,1000,"Mikado géant, un jeu d’adresse classique qui apportera amusement et compétition à vos événements.Parfait pour les mariages, fêtes d’anniversaire ou événements en plein air, ce mikado est idéal pour divertir petits et grands.","https://static.wixstatic.com/media/2ef057_9fdbe064adf341cbbf2933c7d23b1f01~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_9fdbe064adf341cbbf2933c7d23b1f01~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_2af7e6829fec4c24b1d794f0f5eec9eb~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_faf14b29e7bf4185bd30187273a3cf7f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_a76be7ccc0494bb4a6c1d631f634425f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",4,InStock,https://www.le-splendid.events/product-page/mikado-g%C3%A9ant,jeu
HOUS-DE-CHAI-054,Housses de chaise blanche,housses,1,100,"Housse de chaise blanche en lycra, s’adaptant à une grande diversité de chaises.Attention toutefois aux chaises avec accoudoirs, en extra-large ou celles qui ne possèdent pas 4 pieds.Le matériel est loué propreLe nettoyage est effectué par nos soins","https://static.wixstatic.com/media/2ef057_8f208b52e9e84e8bad3cbafd5bd15c37~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_8f208b52e9e84e8bad3cbafd5bd15c37~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_bb5b0ef4109348c297d01669c5873eb3~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_f4999528524c4a02b7d4b5adfae225cc~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_d1ba81a854a64c7690b51973ed257778~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",4,InStock,https://www.le-splendid.events/product-page/housses-de-chaise-blanche,housse
PACK-EFFE-LUMI-055,Pack Effet lumière,decorations,50,5000,"Le pack effet lumière est une solution lumière tout-en-un idéale pour vos événements privés.Composé de 2 PAR LED RGB, 2 projecteurs Derby, un laser rouge/vert, et un stroboscope à 4 LED blanches, il offre une animation lumière en fonction du rythme de la musique. Facile à installer sur son trépied télescopique ajustable (1,5 à 2,5 m), il se monte rapidement, réduisant le temps d'installation.Utilisez les modes automatique, musical ou contrôlez-le via DMX.Livré avec télécommande IR pour un contrôle instantané. Un système complet, pratique et puissant pour animer vos soirées !","https://static.wixstatic.com/media/2ef057_b33f5ec0b1a947c7890ca16b5d44a712~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_b33f5ec0b1a947c7890ca16b5d44a712~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_5e8423dc6fa7411aa325505dc9656277~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",2,InStock,https://www.le-splendid.events/product-page/pack-effet-lumi%C3%A8re,eclairage | animation | livre_dor
PARA-PERS-056,Paravent persienne,decorations,5,500,Ce paravent persienne est l’élément parfait pour sublimer la décoration de vos événements.,"https://static.wixstatic.com/media/2ef057_490aad7eebe2466f808472d9a182293e~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_490aad7eebe2466f808472d9a182293e~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_3cf6894d4f984675b805e044c53b0629~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_1b446869c8524ae98ef57817492a3454~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_5ebf779f7ad947248fda27c974b8a807~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",4,InStock,https://www.le-splendid.events/product-page/paravent-persienne,
NOEU-PARM-SATI-057,Noeud parme satin,housses,0.5,50,"Nœud de chaise, l'accessoire parfait pour sublimer vos chaises lors de vos événements.","https://static.wixstatic.com/media/2ef057_6fac2a4f37c341c7970c7d49d04f18dc~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_6fac2a4f37c341c7970c7d49d04f18dc~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_a91316eaa77442c6b4bdb53a2274fc5c~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_d0158ce655484a3d93c2ef6171d09816~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_dad97e7aef85447b9def2f66e06b7448~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",4,InStock,https://www.le-splendid.events/product-page/noeud-parme-satin,noeud
PACK-RE-IMPR-058,Pack ré-impression Photos,decorations,30,3000,Réimprimez vos souvenirs !30€ le pack de 100 photos.,"https://static.wixstatic.com/media/2ef057_47da1a14e7ff437db5dc2571a544e9ad~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_47da1a14e7ff437db5dc2571a544e9ad~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/pack-r%C3%A9-impression-photos,
TOIL-BOIS-059,Toile bois,decorations,15,1500,"Toile de fond en bois pour photo, idéale pour créer un décor rustique et élégant lors de vos événements.Louée avec son armature pour une installation facile et rapide.","https://static.wixstatic.com/media/2ef057_e93682ef77cd47aba458b58ff2f21f13~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_e93682ef77cd47aba458b58ff2f21f13~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/toile-bois,
MIRO-060,MiroirBooth,decorations,150,15000,"Offrez à vos invités une expérience photo unique avec notre Miroir Booth, un miroir magique interactif qui combine élégance et technologie. Parfait pour mariages, événements d’entreprise, anniversaires ou soirées privées, il capture des souvenirs fun et stylés. Le Miroir Booth permet à vos convives de se prendre en photo en toute simplicité grâce à un écran tactile intégré directement sur le miroir. Il propose des impressions instantanées pour un souvenir original et ludique.","https://static.wixstatic.com/media/2ef057_4144097dc1a04772ad5c79cc4976b303~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_4144097dc1a04772ad5c79cc4976b303~mv2.png/v1/fit/w_500,h_500,q_90/file.png",1,InStock,https://www.le-splendid.events/product-page/photobooth-mirroir,photobooth | video
ARCH-OR-LOT-061,Arches or (lot de 3),housses,25,2500,"Ce lot de 3 backdrops, avec ou sans lycra, est parfait pour créer une décoration élégante et personnalisée. Idéal pour les compositions avec des ballons, fleurs ou pour un décor plus minimaliste. Aucun support ni ornement n'est inclus.Les backdrops sont transportés démontés et nécessitent un montage avant utilisation.","https://static.wixstatic.com/media/2ef057_799178e051a548a4817381241bf15872~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_799178e051a548a4817381241bf15872~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_64260e60f9a94977ae25ac423de6bb32~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_a1221a3ee78a4a73b5fe035186d4731e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/arches-or-lot-de-3,structure | ballons | centre_table
ARCH-DEMI-ROND-062,Arche demi-ronde or,decorations,20,2000,L'arche demi-ronde or est idéale pour faire un décor ballon ou allors un décors plus sobre. Aucun support ni ornement n'est fourni.L'arche est transportée démontée et nécessite un montage avant utilisation.,"https://static.wixstatic.com/media/2ef057_b4266929bfe3451788e25a81dc58cfcb~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_b4266929bfe3451788e25a81dc58cfcb~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_ee1a4f02061c420291497f0f00cf23f0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",2,InStock,https://www.le-splendid.events/product-page/arche-demi-ronde-or,structure | ballons
CHAN-063,Chandelier,decorations,6,600,Ces chandeliers  argent sont composés de 5 branches.Ils embelliront vos tables lors de vos futurs événements.⚠️Ce matériel est loué propre.Le matériel doit être rendu propre.Frais de nétoyage 10€ ,"https://static.wixstatic.com/media/2ef057_d08899b9f7b940b889c17bbde245a3a9~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_d08899b9f7b940b889c17bbde245a3a9~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_ab5c927d4bf74d7daa37cc2a3e4ac0a6~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_f160b63cdc03436e9c501e5545ac5b4b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_d8117ca27efd455fac3d8453ced7cf2a~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_2848d678874940dfac7b0a5bdab0a2bf~mv2.png/v1/fit/w_500,h_500,q_90/file.png",5,InStock,https://www.le-splendid.events/product-page/chandelier,eclairage
NOEU-BLEU-ORGA-064,Noeud bleu organza,housses,0.4,40,"Nœud de chaise, l'accessoire parfait pour sublimer vos chaises lors de vos événements.","https://static.wixstatic.com/media/2ef057_a5567044698d471aaa7cacee5419628d~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_a5567044698d471aaa7cacee5419628d~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/noeud-bleu-organza,noeud
PECH-AUX-CANA-065,Pêche aux canards,decorations,15,1500,"Apportez une touche d’authenticité et de convivialité à votre événement avec notre pêche aux canards au style champêtre ! Parfaite pour les fêtes d’anniversaire, kermesses, mariages ou événements en plein air, cette animation classique et intemporelle fera le bonheur des petits comme des grands.","https://static.wixstatic.com/media/2ef057_b21cbf96f6bf4ca58840b534e7162ef9~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_b21cbf96f6bf4ca58840b534e7162ef9~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_8c89f068ef324b75ae96c545cda9eea6~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_5dcb10e6587946ee82293de1f79ac511~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_c54e169ff7984d44ad6e8722d8acad73~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_c76390beac484a5fac8d24f246f96cff~mv2.png/v1/fit/w_500,h_500,q_90/file.png",5,InStock,https://www.le-splendid.events/product-page/p%C3%AAche-aux-canards,animation
